"ID","Count","overlap","Size","pvalue","padj"
"HALLMARK_COMPLEMENT",244,"4930486L24Rik,Actn1,Actn2,Actn3,Actn4,Adam9,Akap10,Ang2,Ang4,Anxa5,Apoa4,Apobec3,Apoc1,BC051665,Blk,Brd1,Brpf3,C1qa,C1qc,C1ra,C1rb,C1s1,C1s2,C2,C3,C4b,Calm1,Calm2,Calm3,Car2,Casp1,Casp3,Casp4,Casp7,Casp9,Ccl5,Cd36,Cd46,Cd55,Cd55b,Cd59a,Cd59b,Cda,Cfb,Cfh,Cfhr1,Cfhr2,Cfhr4,Clec2m,Clu,Col4a1,Col4a2,Col4a6,Cpm,Cpq,Cr1l,Cr2,Csrp1,Cts6,Cts7,Cts8,Ctsb,Ctsc,Ctsh,Ctsk,Ctsl,Ctsm,Ctso,Ctsr,Ctss,Cxcl15,Dcbld1,Dgkd,Dgkh,Dock1,Dock10,Dock2,Dock3,Dock4,Dock5,Dock6,Dock7,Dock8,Dock9,Dpp4,Dusp5,Dusp7,Dyrk2,Dyrk3,Ehd1,Ehd2,Ehd3,Ehd4,F10,F11,F2,F3,F5,F7,F9,Fap,Fcnb,Fdx1,Fgr,Fn1,Fyn,Gata2,Gata3,Gca,Gm19410,Gmfb,Gmfg,Gnai1,Gnai2,Gnai3,Gnb1,Gnb4,Gng2,Gp1ba,Gpd2,Grap,Grb2,Gzmg,Gzmn,Hc,Hck,Hnf4a,Hnf4g,Hpcal4,Hspa1a,Hspa1l,Hspa5,Hspa8,Irf2,Jak1,Jak2,Jak3,Kcnip2,Kcnip3,Klk1b11,Klk1b16,Klk1b21,Klk1b26,Klk1b4,Klk1b9,Klkb1,Krt20,Kynu,L3mbtl3,L3mbtl4,Lamp2,Lap3,Lck,Lgals3,Lgmn,Lipa,Lipo1,Lipo3,Lipo4,Lrp1,Lrp1b,Lrp2,Lrp4,Lrp5,Lrp6,Lta4h,Lyn,Maff,Mcpt8,Me1,Me2,Me3,Mmp12,Mmp13,Mmp14,Mmp15,Mmp16,Mmp1a,Mmp24,Mmp8,Notch1,Notch2,Notch3,Notch4,Olr1,Pclo,Pcsk9,Pdgfb,Pdp1,Phex,Pik3cg,Pik3r5,Pim1,Pim3,Pla2g4a,Pla2g7,Plat,Plaur,Plek,Plg,Ppp2ca,Ppp2cb,Prcp,Prdm4,Prep,Psen1,Psmb9,Rabif,Rasgrp1,Rasgrp3,Rce1,Rhog,S100a13,Scg3,Serpina16,Serpina1a,Serpina1b,Serpina1c,Serpina1e,Serpina1f,Serpinb2,Serpinc1,Serpine1,Serping1,Sh2b3,Spock2,Src,Tfpi2,Timp2,Tmprss6,Tnfaip3,Try5,Usp14,Usp15,Usp16,Usp4,Usp8,Vcpip1,Wasl,Xpnpep1,Yes1,Zeb1,Zeb2,Zfpm2",311,1,1
"HALLMARK_DNA_REPAIR",122,"Aaas,Ada,Adcy1,Adcy2,Adcy3,Adcy5,Adcy6,Adcy7,Adcy8,Ago1,Ago2,Ago3,Ago4,Ak3,Ak4,Alyref,Bcam,Bivm,Cant1,Cda,Clp1,Cmpk2,Cstf3,Dad1,Ddb1,Ddb2,Dgcr8,Dguok,Dut,Ell,Eloa,Ercc1,Ercc2,Ercc3,Ercc5,Fen1,Gm45928,Gm4799,Gmpr2,Gpx4,Gsdme,Gtf2a2,Gtf2f1,Gtf2h1,Gtf2h3,Gtf2h5,Gtf3c5,Impdh2,Itpa,Lig1,Mpc2,Nelfcd,Nelfe,Nfx1,Npr1,Npr2,Nt5c,Nt5c3,Nt5c3b,Nt5m,Pcna,Pde4a,Pde4b,Pde4c,Pde4d,Pde6h,Pnp,Pnp2,Pola1,Pola2,Polb,Pold1,Pold3,Pole4,Polh,Poll,Polr1d,Polr2a,Polr2d,Polr2e,Polr2f,Polr2g,Polr3c,Polr3gl,Pom121,Prim1,Rad51,Rad52,Rae1,Rala,Rbx1,Rev3l,Rfc2,Rfc5,Rnf7,Rnmt,Rpa2,Rpa3,Rrm2,Rrm2b,Sdcbp,Sf3a3,Srsf4,Srsf6,Ssrp1,Stx3,Supt4a,Supt5,Taf10,Taf12,Taf13,Taf6,Tarbp2,Tonsl,Trp53,Tsg101,Tyms,Usp15,Usp4,Vps37b,Vps37d,Zwint",175,1,1
"HALLMARK_E2F_TARGETS",174,"Ak2,Anp32e,Asf1b,Atad2,Atad2b,Aurkb,Aurkc,Bard1,Birc5,Brca1,Brca2,Brms1l,Bub1b,Cbx5,Ccnb2,Ccne1,Cdc20,Cdc25b,Cdca8,Cdk1,Cdk4,Cdkn1a,Cdkn1b,Cdkn2a,Cdkn2c,Cenpe,Cenpm,Chek1,Chek2,Cit,Cks1brt,Cks2,Cse1l,Ctps2,Dck,Dek,Depdc1a,Diaph2,Diaph3,Dlgap5,Dnmt1,Donson,Dscc1,Dut,E2f8,Eed,Eif2s1,Espl1,Exosc8,Ezh1,Ezh2,Fhad1,Gins1,Gins4,H2ac22,H2ac23,H2ax,H2az2,Hells,Hmga1,Hmga2,Hnrnpd,Hnrnpr,Hus1,Ilf3,Ing3,Ipo8,Jpt1,Kif18b,Kif2a,Kif2c,Kpna2,Lbr,Lig1,Luc7l3,Lyar,Mad2l1,Mcm3,Mcm5,Mcm6,Mcm7,Melk,Mki67,Mms22l,Mre11a,Msh2,Mthfd2,Mybl1,Mybl2,Myc,Nap1l1,Nasp,Nbn,Ncapd2,Nolc1,Nop56,Nup107,Nup153,Nup205,Orc2,Pa2g4,Paics,Pan2,Pcna,Pds5a,Pds5b,Phf5a,Plk4,Pnn,Pola2,Pold1,Pold2,Pold3,Pole,Pole4,Ppm1d,Ppp1r8,Prim2,Prkdc,Prps1l3,Prps2,Psip1,Racgap1,Rad21,Rad51ap1,Rad51c,Ranbp1,Rbbp4,Rfc1,Rfc2,Rpa1,Rpa2,Rpa3,Rrm2,Rrm2b,Shmt1,Shmt2,Slbp,Smc1b,Smc3,Smc6,Snrpb,Snrpn,Spag5,Spc25,Ssrp1,Stmn1,Strbp,Syncrip,Tacc3,Tbrg4,Tcf19,Timeless,Tipin,Tmpo,Top2a,Top2b,Trp53,Tubb1,Tubb2a,Tubb2b,Tubb3,Tubb5,Tubb6,Tubg1,Tubg2,Ube2s,Ube2t,Ubr7,Ung,Usp1,Xpo1,Xrcc6,Zw10",243,1,1
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",219,"Acta2,Actb,Actg2,Adam12,Adam19,Anpep,Aplp1,Areg,Bdnf,Bmp1,Cadm1,Cald1,Calu,Cap2,Capg,Ccn1,Ccn2,Cd44,Cd59a,Cd59b,Cdh1,Cdh2,Cdh3,Cdh4,Cercam,Col11a1,Col12a1,Col14a1,Col16a1,Col1a2,Col2a1,Col3a1,Col4a1,Col4a2,Col4a3,Col4a6,Col5a1,Col5a2,Col5a3,Col6a1,Col6a2,Col6a3,Col6a4,Col6a5,Col6a6,Col8a2,Colgalt1,Colgalt2,Comp,Copa,Copb2,Crlf1,Cthrc1,Cxcl12,Cxcl15,Dcn,Dkk1,Dpp4,Dsp,Dst,Ecm1,Efemp2,Eln,Emp3,Eno1,Eno2,Eno3,Fap,Fas,Fbln1,Fbln5,Fbn1,Fbn2,Fermt2,Fermt3,Fgf2,Flnb,Flnc,Fmod,Fn1,Fstl3,Fzd5,Gem,Gja1,Glipr1,Glipr1l1,Glipr1l3,Gm19410,Gpc1,Gpx7,Grem1,Htra3,Id2,Igfbp2,Igfbp3,Igfbp5,Igsf10,Il15,Inhba,Inmt,Itga2b,Itga5,Itga8,Itgav,Itgb2,Itgb3,Itgb5,Itgb6,Itgb7,Lama1,Lama2,Lama3,Lama4,Lama5,Lamc1,Lamc2,Lamc3,Loxl2,Loxl3,Loxl4,Lrp1,Lrp1b,Lrp2,Lrp4,Lrp5,Lrp6,Macf1,Magee1,Matn2,Matn3,Mcm7,Mest,Mfap5,Mgp,Mmp10,Mmp14,Mmp15,Mmp16,Mmp1a,Mmp24,Mmp8,Msx2,Nectin2,Nid2,Nnmt,Notch1,Notch2,Notch3,Notch4,Nt5e,Ntm,Ntn1,Ntn3,Opcml,P3h1,P3h2,Plaur,Plec,Plod1,Plod2,Pmepa1,Pmp22,Postn,Prph,Prrx1,Prrx2,Pvr,Qsox1,Rhob,Sdc1,Sdc4,Serpine1,Serpine2,Serpinh1,Sfrp1,Sfrp4,Sfrp5,Sgcb,Sgcd,Sgcg,Sgcz,Slc6a1,Slc6a11,Slc6a12,Slc6a13,Slc6a6,Slit1,Slit2,Slit3,Snai2,Sntb1,Sntb2,Tagln,Tfpi2,Tgfb1,Tgfbr3,Tgm2,Tgm4,Thbs1,Thbs2,Thbs4,Tll1,Tll2,Tnc,Tnfaip3,Tnfrsf11b,Tnfrsf23,Tnn,Tnr,Tnxb,Tpm1,Tpm2,Tpm4,Try5,Vcam1,Vegfa,Vegfc,Wdr33,Wipf1",282,1,1
"HALLMARK_ESTROGEN_RESPONSE_EARLY",233,"Abhd2,Ablim1,Ablim2,Ablim3,Adamtsl4,Adcy1,Adcy2,Adcy3,Adcy5,Adcy6,Adcy7,Adcy8,Add1,Add2,Add3,Aen,Aff1,Akap1,Aldh3b1,Aldh3b2,Aldh3b3,Anxa9,Ar,Areg,Arl3,Asb13,AU018091,B4galt1,Bag1,Bcl11a,Bcl11b,Bcl2,Blvrb,Calcr,Calcrl,Cant1,Car12,Ccn5,Ccnd1,Ccnd2,Ccnd3,Cd44,Celsr1,Celsr2,Celsr3,Cept1,Chpt1,Cldn7,Cxcl12,Cyp26b1,Deptor,Dhcr7,Dhrs2,Dhrs3,Dhrs4,Dlc1,Dysf,Egr3,Elf1,Elovl2,Elovl5,Endod1,Farp1,Farp2,Fasn,Fcmr,Fdft1,Fer1l4,Fer1l5,Fer1l6,Fhl2,Fkbp4,Fkbp5,Foxc2,Frk,Gab2,Gfra1,Gja1,Greb1,Greb1l,Hr,Hspb8,Igf1r,Inhba,Inpp5f,Insr,Insrr,Isg20,Itpk1,Jak1,Jak2,Jak3,Kazn,Kcnk15,Kcnk5,Kdm4b,Klf10,Klf2,Klf4,Krt13,Krt15,Krt19,Lad1,Mapt,Med13,Med13l,Med24,Mill1,Mill2,Mindy1,Mlph,Mpped1,Mpped2,Mreg,Msmb,Muc1,Myb,Mybbp1a,Mybl1,Mybl2,Myc,Myof,Nadsyn1,Nav2,Nav3,Ncor2,Nrip1,Olfm1,Olfm3,Olfml3,Opn3,Otof,Ovol1,Ovol2,P2ry2,Papss1,Papss2,Pdlim3,Pdzk1,Pex11a,Pgr,Plaat3,Pmaip1,Podxl,Prss23,Ptges,Rab22a,Rab31,Rapgefl1,Rara,Rarb,Rarg,Rasgrp1,Rasgrp3,Rbbp8,Reep1,Reep2,Ret,Rhod,Rps6ka1,Rps6ka2,Rps6ka3,Rps6ka6,Rrp12,Scarb1,Scarb2,Scnn1a,Sec14l2,Sec14l3,Sec14l4,Slc16a1,Slc19a1,Slc19a2,Slc1a1,Slc1a4,Slc24a3,Slc24a4,Slc27a2,Slc27a6,Slc2a1,Slc2a3,Slc2a4,Slc37a1,Slc37a2,Slc39a6,Slc7a1,Slc7a2,Sox8,Stard13,Sult2a1,Sult2a2,Sult2a3,Sult2a4,Sult2a5,Sult2a6,Sult2a7,Sult2a8,Sult2b1,Svil,Sybu,Syngr1,Syt12,Tbc1d30,Tfap2c,Tff3,Tgif2,Tgm2,Tgm4,Thsd4,Tiam1,Tiam2,Tjp1,Tjp2,Tjp3,Tmprss2,Tmprss3,Tob1,Tpd52l1,Tsku,Ttc39a,Ttc39b,Tubb1,Tubb2a,Tubb2b,Tubb3,Tubb5,Tubb6,Ugcg,Unc119,Unc119b,Wfs1,Xbp1,Zfp185",271,1,1
"HALLMARK_ESTROGEN_RESPONSE_LATE",233,"Abhd2,Add1,Add2,Add3,Aen,Aff1,Agr2,Agr3,Aldh3a1,Aldh3a2,Aldh3b1,Aldh3b2,Aldh3b3,Anxa9,Areg,Arl3,Ascl1,Ass1,Atp2b1,Atp2b2,Atp2b3,Atp2b4,Bag1,Batf,Bcl2,Blvrb,Btg3,Calcr,Calcrl,Car12,Car2,Cbr2,Ccn5,Ccna1,Ccnd1,Ccnd2,Ccnd3,Cd44,Cd9,Cdc20,Cdc6,Celsr1,Celsr2,Celsr3,Cept1,Chpt1,Chst8,Chst9,Ckm,Cox6c,Cpe,Cxcl12,Cyp26b1,Cyp4a10,Cyp4a30b,Cyp4a31,Cyp4a32,Cyp4f13,Cyp4f14,Cyp4f15,Cyp4f16,Cyp4f17,Cyp4f18,Cyp4f39,Cyp4f40,Dhcr7,Dhrs2,Dhrs4,Dlg5,Dnajc1,Dnajc12,Dysf,Egr3,Elovl2,Elovl5,Etfb,Fabp5,Farp1,Farp2,Fdft1,Fer1l4,Fer1l5,Fer1l6,Fgfr1,Fgfr2,Fgfr3,Fgfr4,Fkbp4,Fkbp5,Foxc2,Frk,Gfus,Hmgcs2,Homer2,Hr,Hspa4,Hspa4l,Hspb8,Hsph1,Id2,Idh1,Idh2,Impa2,Isg20,Itpk1,Jak1,Jak2,Jak3,Kcnk5,Klf2,Klf4,Krt13,Krt15,Krt19,Lamc1,Lamc2,Lamc3,Large1,Large2,Llgl2,Lsr,Mapk12,Mapk13,Mapt,Mest,Mettl3,Mill1,Mill2,Mpst,Myb,Myof,Nab2,Ncor2,Nmu,Nrip1,Olfm1,Olfm3,Opn3,Otof,Ovol1,Ovol2,Papss1,Papss2,Pdcd4,Pdlim3,Pdzk1,Perp,Pgr,Pkp3,Plaat3,Plk4,Prkar2a,Prkar2b,Prss23,Ptger3,Ptges,Ptpn11,Ptpn6,Rab22a,Rab31,Rabep1,Rapgefl1,Rbbp8,Ret,Rps6ka1,Rps6ka2,Rps6ka3,Rps6ka6,Scarb1,Scarb2,Scnn1a,Scube1,Scube2,Scube3,Serpina16,Serpina1a,Serpina1b,Serpina1c,Serpina1e,Serpina1f,Serpina3a,Serpina3c,Serpina3f,Serpina3j,Serpina3m,Serpina3n,Sgk1,Slc16a1,Slc1a4,Slc24a3,Slc24a4,Slc27a2,Slc27a6,Slc2a8,Snx10,Sord,Sox8,St14,St6galnac2,Stil,Sult2a1,Sult2a2,Sult2a3,Sult2a4,Sult2a5,Sult2a6,Sult2a7,Sult2a8,Sult2b1,Tfap2c,Tff3,Tfpi2,Th,Tiam1,Tiam2,Tjp1,Tjp2,Tjp3,Tmprss2,Tmprss3,Tob1,Top2a,Top2b,Tpd52l1,Trim29,Tspan13,Ugdh,Unc13a,Unc13b,Unc13c,Wfs1,Xbp1,Xrcc3",289,1,1
"HALLMARK_FATTY_ACID_METABOLISM",170,"4930438A08Rik,Aadat,Acaa2,Acadl,Acadm,Acads,Acadvl,Acat2,Acat3,Aco2,Acot1,Acot2,Acot5,Acot6,Acot8,Acox1,Acsl1,Acsl3,Acsl5,Acsl6,Acss1,Adh1,Adh4,Adh5,Adh6a,Adh6b,Adipor2,Adsl,Alad,Aldh1a1,Aldh1a2,Aldh1a3,Aldh1a7,Aldh1b1,Aldh2,Aldh3a1,Aldh3a2,Aldh9a1,Aoc2,Aoc3,Auh,Bckdhb,Blvra,Bmpr1a,Bmpr1b,Bphl,Car2,Car4,Car6,Cbr3,Cd1d2,Cd36,Cel,Chat,Cidea,Cpt1a,Cpt1c,Cpt2,Crat,Cryz,Cyp1a1,Cyp1a2,Cyp4a10,Cyp4a12a,Cyp4a12b,Cyp4a14,Cyp4a29,Cyp4a30b,Cyp4a31,Cyp4a32,Cyp4b1,Cyp4x1,D2hgdh,Decr1,Dhcr24,Dld,Dlst,Echs1,Eci3,Elovl2,Elovl5,Eno1,Eno2,Eno3,Ephx1,Erp29,Etfdh,Fasn,Fh1,Fmo1,Fmo2,Fmo3,Fmo5,Fmo6,Fmo9,Gad1,Gad2,Gcdh,Glul,Gm4846,Gm4847,Gpd2,Grhpr,Gstz1,H2az2,Hadh,Hadhb,Hao2,Hibch,Hmgcl,Hmgcll1,Hmgcs2,Hpgd,Hsd17b11,Hsd17b13,Hsd17b6,Hsd17b7,Hsdl2,Hsp90aa1,Hspa4,Hspa4l,Hsph1,Idh1,Idh2,Idh3b,Il4i1,Inmt,Kmt5a,Ldha,Maob,Mcee,Mdh2,Me1,Me2,Me3,Metap1,Nbn,Ncaph2,Nnmt,Ostc,Pcbd2,Ppara,Prdx6,Prdx6b,Psme1,Rap1gds1,Rdh1,Rdh11,Rdh16,Rdh16f2,Rdh19,Rdh7,Reep5,Retsat,S100a10,Sdhc,Serinc1,Sms,Sucla2,Suclg1,Tdo2,Trp53inp2,Ube2l6,Ugdh,Urod,Uros,Vnn1,Vnn3,Ywhag,Ywhah",217,1,1
"HALLMARK_G2M_CHECKPOINT",199,"Abl1,Abl2,Amd1,Arid4a,Atf5,Atrx,AU018091,Aurkb,Aurkc,Bard1,Bcl3,Birc5,Brca2,Bub1,Casp8ap2,Cbx1,Ccnb2,Ccnd1,Ccnd2,Ccnd3,Ccnt1,Cdc20,Cdc25b,Cdc27,Cdc45,Cdc6,Cdc7,Cdk1,Cdk4,Cdkn1b,Cdkn2c,Cenpa,Cenpe,Cenpf,Chaf1a,Chek1,Cks1brt,Cks2,Cul1,Cul3,Cul4a,Cul5,Dab2ip,Dbf4,Dmd,Dr1,Dtymk,E2f1,E2f2,E2f3,Egf,Espl1,Ewsr1,Exo1,Ezh1,Ezh2,Fancc,Fbxo5,Foxn3,H2ac22,H2ac23,H2ax,H2az2,H2bc21,H2bc22,H2bc24,H2bc4,H2bc6,H2bc7,Hmga1,Hmga2,Hnrnpd,Hnrnpr,Hnrnpu,Hspa1a,Hspa1l,Hspa5,Hspa8,Hus1,Ilf3,Incenp,Jpt1,Katna1,Katnal1,Kif11,Kif20b,Kif23,Kif2a,Kif2c,Kif5a,Kif5b,Kif5c,Kifc3,Kmt5a,Knl1,Kpna2,Kpnb1,Lbr,Lig3,Mad2l1,Map3k20,Mapk14,Marcks,Mcm3,Mcm5,Mcm6,Meis1,Meis2,Mki67,Mnat1,Mtf2,Mybl1,Mybl2,Myc,Nasp,Ncl,Ndc80,Nek2,Nolc1,Notch1,Notch2,Notch3,Notch4,Nsd1,Nsd2,Nsd3,Numa1,Nup50,Nup98,Nusap1,Odf2,Orc5,Pafah1b1,Pbk,Pds5a,Pds5b,Plk4,Pml,Pola2,Pole,Prim2,Prmt5,Prpf4b,Pttg1,Racgap1,Rad21,Rad23b,Rad54l,Rasal2,Rbl1,Rbl2,Rpa2,Rps6ka4,Rps6ka5,Sap30,Sap30l,Sfpq,Slc38a1,Slc7a1,Slc7a2,Smad2,Smad3,Smc1b,Smc2,Snrpd1,Sqle,Srsf10,Ss18,Stil,Stmn1,Strbp,Syncrip,Syngap1,Tacc3,Tfdp1,Tgfb1,Tle1,Tle2,Tle3,Tle4,Tmpo,Tnpo1,Tnpo2,Top1,Top1mt,Top2a,Top2b,Tpx2,Troap,Ttk,Ube2c,Ube2s,Uck1,Uck2,Upf1,Utrn,Wrn,Xpo1,Ythdc1",268,1,1
"HALLMARK_GLYCOLYSIS",207,"Adora2a,Adora2b,Aen,Agl,Agrn,Ak3,Ak4,Akr1a1,Aldh9a1,Aldob,Ang2,Ang4,Angptl4,Arpp19,Artn,Axl,B3gat1,B3gat2,B3gat3,B3gnt3,B4galt1,B4galt2,Bik,Bpnt1,Capn5,Casp6,Cd44,Cdk1,Cenpa,Chpf2,Chst1,Chst12,Cited2,Cln6,Cog2,Col11a1,Col5a1,Col5a3,Crmp1,Cth,Cxcr4,Cyb5a,Dcn,Depdc1a,Dld,Dpys,Dpysl2,Dpysl3,Dpysl4,Dsc1,Dsc2,Dsc3,Ecd,Efna3,Egfr,Egln3,Eno1,Eno2,Eno3,Erbb2,Erbb3,Erbb4,Ero1a,Ext1,Ext2,Fbp1,Fbp2,Fkbp4,Fut8,G6pd2,Gal3st1,Galk2,Gclc,Gfpt1,Gfpt2,Gfus,Glce,Gmppa,Gne,Got1,Gpc1,Gpc3,Gpc4,Gpc6,Gusb,Gys1,Gys2,Hax1,Hdhd2,Hdlbp,Hk1,Hk2,Hk3,Hkdc1,Hs2st1,Hs6st1,Hs6st2,Hs6st3,Hspa1a,Hspa1l,Hspa5,Hspa8,Idh1,Idh2,Idua,Igfbp3,Igfbp5,Irs2,Irs3,Isg20,Kdelr1,Kdelr2,Kdelr3,Kl,Klb,Lct,Ldha,Ldhc,Ldlr,Lhx2,Lhx9,Lrp8,Mdh2,Me1,Me2,Me3,Med24,Mertk,Met,Mpi,Mst1r,Mxi1,Nasp,Ndst1,Ndst2,Ndst3,Ndst4,Ndufv3,Nt5e,P4ha1,P4ha2,Paxip1,Pcx,Pfkfb2,Pfkfb3,Pfkfb4,Pfkl,Pfkm,Pfkp,Pgam1,Pgm2,Pgm2l1,Pklr,Pkm,Pkp2,Plod1,Plod2,Ppfia1,Ppfia2,Ppfia3,Ppfia4,Ppia,Ppp2ca,Ppp2cb,Prps1l3,Prps2,Psmc4,Pygb,Pygl,Pygm,Qsox1,Rbck1,Rlf,Rpe,Rragc,Rragd,Sap30,Sap30l,Sdc1,Sdc2,Sdc3,Sdhc,Slc16a3,Slc25a10,Slc25a12,Slc25a13,Slc35a3,Sod1,Sox10,Sox8,Spag4,Srd5a3,Stmn1,Taldo1,Tff3,Tgfa,Tkt,Tpi1,Tpst1,Txn1,Txndc8,Tyro3,Ugp2,Vegfa,Xylt1,Xylt2,Zfp292",261,1,1
"HALLMARK_HEDGEHOG_SIGNALING",59,"Ache,Arhgap10,Arhgap26,Arhgap42,Bche,Cdk6,Celsr1,Celsr2,Celsr3,Chl1,Cntfr,Crmp1,Dpys,Dpysl2,Dpysl3,Dpysl4,Ets2,Gli1,Hey2,Ldb1,Ldlr,Lrp8,Myh1,Myh10,Myh11,Myh13,Myh14,Myh15,Myh2,Myh3,Myh4,Myh6,Myh7b,Myh8,Myh9,Nf1,Nfasc,Nkx6-1,Nrcam,Nrp1,Nrp2,Ophn1,Plg,Pml,Ptch1,Ptch2,Rtn1,Slit1,Slit2,Slit3,Tle1,Tle2,Tle3,Tle4,Unc5a,Unc5b,Unc5c,Unc5d,Vegfa",72,1,1
"HALLMARK_HEME_METABOLISM",219,"Abcg2,Abcg3,Add1,Add2,Add3,Adipor1,Agpat3,Agpat4,Alad,Alas1,Aldh6a1,Ank1,Ank2,Arhgef12,Asns,Atg4a,Atp6v0a1,Atp6v0a2,Atp6v0a4,Bach1,Bcam,Blvra,Blvrb,Bmp2k,Bnip3l,Bnip3l-ps,Bpgm,Bsg,Btg1,Btrc,C3,C4b,Car1,Car2,Cat,Ccdc28a,Ccnd1,Ccnd2,Ccnd3,Cd101,Cdc27,Ciao3,Cir1,Clcn3,Clcn4,Ctns,Ctsb,Ctse,Daam1,Dcaf10,Dcaf11,Dmtn,E2f2,Eif2ak1,Endod1,Epb41,Epb41l2,Epb41l3,Epb42,Epor,Ermap,Ezh1,Ezh2,Fbxo34,Fbxo7,Fbxo9,Fbxw11,Fech,Fn3k,Fn3krp,Foxj2,Foxo3,Ftcd,Gapvd1,Gclc,Gclm,Glrx5,Gm16867,Gypa,Gypc,H1f0,H4c11,H4c12,H4c14,H4c4,Hc,Hebp1,Htatip2,Igsf3,Isca1,Kdm7a,Kel,Khnyn,Klf3,Lamp2,Lmo2,Lpin1,Lpin2,Lpin3,Map2k3,Map2k6,Marchf2,Marchf8,Mark1,Mark2,Mark3,Mark4,Mboat1,Mboat2,Mfhas1,Mgst3,Minpp1,Mkrn1,Mocos,Mxi1,Myl4,Narf,Ncoa4,Nek7,Nfe2,Nfe2l1,Nudt4,Optn,Osbp,Osbp2,Pcx,Pdzk1ip1,Phf2,Phf8,Picalm,Ppp2r5a,Ppp2r5b,Ppp2r5d,Ppp2r5e,Prdx1,Prkaa1,Psmd9,Rad23a,Ranbp17,Rap1gap,Rap1gap2,Rbm24,Rbm38,Rcl1,Rhag,Rhd,Riok3,Rnf19a,Rnf19b,Sdcbp,Sec14l1,Sec14l5,Selenbp1,Selenbp2,Sidt1,Sidt2,Slc11a1,Slc11a2,Slc2a1,Slc2a3,Slc2a4,Slc30a10,Slc4a1,Slc4a10,Slc4a2,Slc4a3,Slc4a4,Slc4a5,Slc4a7,Slc4a8,Slc4a9,Slc66a2,Slc6a1,Slc6a11,Slc6a12,Slc6a13,Slc6a6,Slc6a9,Slc7a11,Smox,Snca,Spta1,Sptan1,Sptb,Sptbn1,Sptbn2,Sptbn4,Sptbn5,Synj1,Synj2,Tal1,Tcea2,Tcirg1,Tent5c,Tmcc2,Tmem9,Tmem9b,Tnrc6a,Tnrc6b,Tnrc6c,Tns1,Tns3,Top1,Top1mt,Trak1,Trak2,Tspan17,Tspan5,Tspo2,Tyr,Ubac1,Ucp2,Urod,Uros,Usp15,Usp4,Vezf1,Xpo7,Ypel5",275,1,1
"HALLMARK_HYPOXIA",225,"Ackr3,Adora2a,Adora2b,Aen,Ak3,Ak4,Akap12,Aldob,Aldoc,Ampd1,Ampd2,Ampd3,Angptl4,Anxa2,Atf3,Atp7a,Atp7b,B4galnt2,Bcan,Bcl2,Bnip3l,Bnip3l-ps,Btg1,Car12,Casp6,Cavin1,Ccn1,Ccn2,Ccn5,Ccng2,Cdkn1a,Cdkn1b,Chst3,Cited2,Col11a1,Col5a1,Col5a3,Crmp1,Csrp2,Cxcr4,Dcn,Dpys,Dpysl2,Dpysl3,Dpysl4,Dtna,Dtnb,Efna1,Efna3,Egfr,Eno1,Eno2,Eno3,Erbb2,Erbb3,Erbb4,Ero1a,Errfi1,Ets1,Ext1,F3,Fbp1,Fbp2,Fosl2,Foxo3,Gaa,Gapdh,Gck,Gcnt2,Gpc1,Gpc3,Gpc4,Gpc6,Gpi1,Grhpr,Gys1,Gys2,Has1,Hdlbp,Hexa,Hexb,Hk1,Hk2,Hk3,Hkdc1,Hs3st1,Hspa1a,Hspa1l,Hspa5,Hspa8,Igfbp1,Igfbp3,Igfbp5,Ilvbl,Irs2,Irs3,Isg20,Jmjd1c,Kdelr1,Kdelr2,Kdelr3,Kdm3a,Kdm3b,Kif5a,Kif5b,Kif5c,Klf6,Klf7,Lalba,Large1,Large2,Ldha,Ldhc,Ldlr,Lrp8,Maff,Mgam,Mxi1,Myh1,Myh10,Myh11,Myh13,Myh14,Myh15,Myh2,Myh3,Myh4,Myh6,Myh7b,Myh8,Myh9,Nagk,Ncan,Ndrg1,Ndst1,Ndst2,Ndst3,Ndst4,Nedd4,Nedd4l,Nfil3,Noct,P4ha1,P4ha2,Pck1,Pck2,Pdgfb,Pdk1,Pfkfb2,Pfkfb3,Pfkfb4,Pfkl,Pfkm,Pfkp,Pgam1,Pgf,Pgm1,Pgm2,Pgm2l1,Pgm5,Phkg1,Pim1,Pim3,Pklr,Pkm,Pkp1,Plac8,Plaur,Plin2,Pnrc1,Ppargc1a,Ppfia1,Ppfia2,Ppfia3,Ppfia4,Prdx5,Prkca,Prkcb,Prkcg,Pygb,Pygl,Pygm,Rbpj,Rlf,Rora,Rragc,Rragd,Sap30,Sap30l,Scarb1,Scarb2,Sdc2,Sdc3,Sdc4,Selenbp1,Selenbp2,Serpine1,Sis,Slc2a1,Slc2a3,Slc2a4,Slc2a5,Slc2a7,Stbd1,Sult2a1,Sult2a2,Sult2a3,Sult2a4,Sult2a5,Sult2a6,Sult2a7,Sult2a8,Sult2b1,Tgfb3,Tgm2,Tgm4,Tkt,Tnfaip3,Tpd52,Tpi1,Tpst2,Ugp2,Vegfa,Xpnpep1,Zfp292",296,1,1
