"ID","Count","overlap","Size","pvalue","padj"
"HALLMARK_IL2_STAT5_SIGNALING",235,"2200002J24Rik,Abcb11,Abcb1a,Abcb1b,Abcb4,Abcb5,Ager,Ahnak,Ahnak2,Ahr,Anxa4,Aplp1,Arl4a,Batf,Batf3,Bcl2,Bcl2l1,Bmp2,Bmpr2,Capg,Capn1,Capn11,Capn2,Capn8,Capn9,Car2,Casp3,Ccnd1,Ccnd2,Ccnd3,Ccne1,Cd44,Cd48,Cd79b,Cd83,Cdc6,Ckap4,Coch,Col6a1,Col6a2,Csf1,Cst7,Ctla4,Ctsz,Cyfip1,Cyfip2,Dcps,Dennd5a,Dennd5b,Dhrs3,Drc1,Dsp,Dst,Ecm1,Eef1akmt1,Emp1,Eno1,Eno2,Eno3,Enpp1,Enpp2,Enpp3,Etfbkmt,Etv4,Fah,Furin,Galm,Gbp11,Gbp2,Gbp2b,Gbp3,Gbp5,Gbp7,Gbp8,Glipr2,Gm28729,Gpr65,Gpx4,Gucy1b1,Hipk1,Hipk2,Hipk3,Hk1,Hk2,Hk3,Hkdc1,Hopx,Huwe1,Icos,Ifngr1,Igf1r,Igf2r,Ikzf2,Ikzf4,Il10ra,Il18r1,Il1r2,Il1rl1,Il2ra,Il2rb,Il3ra,Insr,Insrr,Irf4,Irf6,Itga2b,Itga3,Itga5,Itga6,Itga7,Itga8,Itgae,Itgav,Itih5,Klf6,Lclat1,Lif,Lrrc8a,Lrrc8b,Lrrc8c,Lrrc8d,Lrrc8e,Macf1,Maff,Map3k8,Map6,Mapkapk2,Mapkapk3,Muc1,Mxd1,Myc,Myo1a,Myo1b,Myo1c,Myo1d,Myo1e,Myo1f,Myo1g,Myo1h,Ncoa2,Ncoa3,Ncs1,Ndrg1,Nfil3,Nop2,Nrp1,Nrp2,Nt5e,P2rx4,P2rx7,P4ha1,P4ha2,Pcsk4,Pcsk5,Pcsk6,Pdcd2l,Penk,Phlda1,Phtf1,Phtf2,Pim1,Pim3,Plagl1,Plec,Plin2,Pnp,Pnp2,Pou2f1,Prkce,Prkch,Prnp,Ptch1,Ptch2,Ptrh2,Rabgap1,Rabgap1l,Rhob,Rhoh,Rnh1,Rora,Rragc,Rragd,S100a1,Scn10a,Scn11a,Scn1a,Scn2a,Scn3a,Scn4a,Scn5a,Scn7a,Scn8a,Scn9a,Selp,Serpinb6a,Serpinb6b,Serpinb6c,Serpinb6e,Serpinc1,Sh3bgr,Sh3bgrl,Sh3bgrl2,She,Slc1a5,Slc29a2,Slc2a1,Slc2a3,Slc39a8,Smpdl3a,Snx14,Snx9,Socs2,Spred2,St3gal4,Swap70,Syt11,Tgm2,Tgm4,Tiam1,Tiam2,Tlr7,Tlr8,Tnfrsf1b,Tnfrsf21,Tnfrsf8,Tnfrsf9,Tnfsf11,Traf1,Ttc39a,Ttc39b,Twsg1,Uck1,Uck2,Wls,Xbp1",280,1,1
"HALLMARK_IL6_JAK_STAT3_SIGNALING",82,"A2m,A2ml1,Acvr1b,Acvr1c,Acvrl1,Bst1,Cbl,Cblb,Ccl7,Cd36,Cd38,Cd44,Cd9,Cntfr,Csf1,Csf2rb,Csf2rb2,Csf3r,Cxcl13,Cxcl15,Cxcl9,Dntt,Ebi3,Fas,Gm7298,Grap,Grb2,Hax1,Ifnar1,Ifngr1,Ifngr2,Il12rb1,Il15ra,Il17ra,Il18r1,Il1r1,Il1r2,Il2ra,Il3ra,Il4ra,Il7,Il9r,Irf9,Itga4,Itga9,Itgb2,Itgb3,Itgb5,Itgb6,Itgb7,Jak1,Jak2,Jak3,Lepr,Ltbr,Map3k8,Mug1,Mug2,Pdgfc,Pf4,Pik3r5,Pim1,Pim3,Ptpn1,Ptpn11,Ptpn2,Ptpn6,Pzp,Reg1,Reg2,Stam2,Stat1,Stat2,Stat3,Stat4,Tgfb1,Tgfbr1,Tnf,Tnfrsf1a,Tnfrsf1b,Tnfrsf21,Tnfrsf23",110,1,1
"HALLMARK_INFLAMMATORY_RESPONSE",219,"2200002J24Rik,Abca1,Abca12,Abca13,Abca17,Abca2,Abca4,Abca7,Abi1,Abi2,Acvr1b,Acvr1c,Acvr2a,Acvr2b,Adgre1,Adora2a,Adora2b,Ahr,Aqp9,Atp2a1,Atp2a2,Atp2a3,Atp2b1,Atp2b2,Atp2b3,Atp2b4,AU018091,Axl,Best1,Blk,Btg1,C3ar1,C5ar1,C5ar2,Calcr,Calcrl,Ccl5,Ccl7,Ccr7,Cd37,Cd40,Cd48,Cd55,Cd55b,Cd69,Cd82,Cdkn1a,Clec2m,Clec5a,Cmklr1,Csf1,Csf3r,Cxcl15,Cxcl9,Ebi3,Edn1,Eif2ak2,Emp3,F3,Fgr,Fpr1,Fpr3,Fyn,Fzd5,Gabbr1,Gch1,Gna15,Gnai1,Gnai2,Gnai3,Gp1ba,Gpc3,Gpr132,Has2,Has3,Hck,Hpn,Icam1,Icam5,Icosl,Ifnar1,Ifngr2,Il10ra,Il15,Il15ra,Il18,Il18r1,Il18rap,Il1r1,Il2rb,Inhba,Itga2b,Itga5,Itga8,Itgav,Itgb2,Itgb3,Itgb5,Itgb6,Itgb7,Itgb8,Kcna1,Kcna4,Kcna5,Kcna6,Kcnj12,Kcnj2,Kif1a,Kif1b,Kif1c,Klf6,Lck,Ldlr,Lif,Lpar1,Lrp8,Lyn,Marco,Mep1a,Mertk,Met,Mmp14,Mmp15,Mmp16,Mmp24,Msr1,Mst1r,Mxd1,Myc,Nampt,Nectin2,Nfkb1,Nfkbia,Nlrp12,Nlrp1a,Nlrp1b,Nlrp3,Nmi,Nmur1,Nox1,Nox3,Npffr2,Olr1,Oprk1,Osm,P2rx4,P2rx7,P2ry2,Pcdh1,Pcdh11x,Pcdh20,Pcdh7,Pcdh9,Pde4a,Pde4b,Pde4c,Pde4d,Pdpn,Pik3r5,Plaur,Psen1,Ptafr,Ptgir,Ptpra,Ptprd,Ptpre,Ptprf,Ptprs,Pvr,Rasgrp1,Rasgrp3,Rela,Rgs1,Rhog,Ripk2,Rnf144a,Rnf144b,Ros1,Scarf1,Scarf2,Scn1b,Sema4d,Serpine1,Sgms2,Slamf1,Slc11a1,Slc11a2,Slc1a2,Slc28a1,Slc28a2,Slc28a2b,Slc31a1,Slc31a2,Slc4a1,Slc4a10,Slc4a2,Slc4a3,Slc4a4,Slc4a5,Slc4a7,Slc4a8,Slc4a9,Slc7a1,Slc7a2,Src,Sri,Tacr1,Tacr3,Tgfbr1,Tlr1,Tlr3,Tlr6,Tnfaip6,Tnfrsf1b,Tnfrsf9,Tnfsf9,Tyro3,Vip,Yes1",283,1,1
"HALLMARK_INTERFERON_ALPHA_RESPONSE",101,"2200002J24Rik,Adar,Aen,Batf2,C1s1,C1s2,Casp1,Casp8,Cmpk2,Cnp,Csf1,Ddx60,Dhx58,Eif2ak2,Elf1,Epsti1,Gbp11,Gbp2,Gbp2b,Gbp3,Gbp5,Gbp7,Gbp8,Gmpr,H2-M10.3,H2-M10.6,H2-M11,H2-M2,H2-M9,H2-Q1,H2-Q10,H2-Q4,H2-Q6,H2-T22,Herc3,Herc4,Herc6,Ifi27,Ifi27l2b,Ifi35,Ifi44,Ifi44l,Ifih1,Ifit2,Ifit3b,Il15,Il7,Irf2,Irf9,Isg20,Lap3,Lgals3bp,Mov10,Mx1,Mx2,Ncoa7,Nmi,Nub1,Oas1a,Oas1c,Oas1f,Oas1g,Oas1h,Oasl1,Oasl2,Ogfr,Oxr1,Parp12,Pnpt1,Psma3,Psmb8,Psmb9,Psme1,Psme2,Ripk2,Rnf31,Rsad2,Samd9l,Slc25a28,Sp100,Sp140,Stat2,Tdrd7,Tent5c,Tmem140,Trafd1,Trim12a,Trim12c,Trim14,Trim25,Trim26,Trim30a,Trim30b,Trim30c,Trim30d,Trim34a,Trim34b,Trim5,Trim6,Ube2l6,Usp18",171,1,1
"HALLMARK_INTERFERON_GAMMA_RESPONSE",203,"2200002J24Rik,Adar,Aen,Apol6,Arid5b,Arl4a,Auts2,Bank1,Batf2,Bpgm,Bst1,Btg1,C1ra,C1rb,C1s1,C1s2,C2,Casp1,Casp3,Casp4,Casp7,Casp8,Ccl5,Ccl7,Cd274,Cd38,Cd40,Cd69,Cdkn1a,Cfb,Cfh,Cfhr1,Cfhr2,Cfhr4,Clec2m,Cmklr1,Cmpk2,Csf2rb,Csf2rb2,Cxcl9,Dcbld1,Ddx60,Dhx58,Eif2ak2,Epsti1,Fas,Fcgr1,Fpr1,Fpr3,Gbp11,Gbp2,Gbp2b,Gbp3,Gbp5,Gbp7,Gbp8,Gch1,H2-DMa,H2-Eb1,H2-Eb2,H2-M10.3,H2-M10.6,H2-M11,H2-M2,H2-M9,H2-Q1,H2-Q10,H2-Q4,H2-Q6,H2-T22,Herc3,Herc4,Herc6,Icam1,Icam5,Ido1,Ifi27,Ifi27l2b,Ifi35,Ifi44,Ifi44l,Ifih1,Ifit1bl1,Ifit1bl2,Ifit2,Ifit3b,Ifnar2,Il10ra,Il15,Il15ra,Il2rb,Il4ra,Il7,Irf2,Irf4,Irf5,Irf9,Isg20,Itgb2,Itgb3,Itgb5,Itgb6,Itgb7,Jak1,Jak2,Jak3,Lap3,Lats1,Lats2,Lgals3bp,Lysmd2,Marchf1,Methig1,Mthfd2,Mx1,Mx2,Nampt,Ncoa2,Ncoa3,Nfkb1,Nfkbia,Nmi,Nod1,Oas2,Oas3,Oasl1,Oasl2,Ogfr,Parp12,Pde4a,Pde4b,Pde4c,Pde4d,Peli1,Peli2,Pfkl,Pfkm,Pfkp,Pim1,Pim3,Pla2g4a,Pml,Pnp,Pnp2,Pnpt1,Psma2,Psma3,Psmb2,Psmb8,Psmb9,Psme1,Psme2,Ptgs1,Ptpn1,Ptpn11,Ptpn2,Ptpn6,Rbck1,Ripk1,Ripk2,Rnf213,Rnf31,Rsad2,Samd9l,Samhd1,Sectm1a,Sectm1b,Selp,Serping1,Slamf7,Slc25a28,Sod2,Sp100,Sp140,Sppl2a,Sppl2b,Sri,Sspn,St3gal5,Stat1,Stat2,Stat3,Stat4,Tdrd7,Tnfaip2,Tnfaip3,Tnfaip6,Tnfrsf23,Tor1a,Trafd1,Trim14,Trim25,Trim26,Ube2l6,Upp1,Upp2,Usp18,Vamp5,Vamp8,Vcam1,Xaf1,Zbp1,Znfx1",298,1,1
"HALLMARK_KRAS_SIGNALING_DN",351,"2610021A01Rik,4930522L14Rik,Abcb11,Abcb1a,Abcb1b,Abcb4,Abcb5,Abcg1,Abcg4,Acta2,Actb,Actg2,Adra2c,AI182371,Akr1b10,Akr1b7,Akr1b8,Alox12b,Alox5,Aloxe3,Ambn,Asb7,Atp12a,Atp1a1,Atp1a3,Atp1a4,Atp4a,Atp6v1b1,Atp6v1b2,B020011L13Rik,Bard1,Bmpr1a,Bmpr1b,Brdt,Btg1,C3,C4b,Cacna1a,Cacna1b,Cacna1c,Cacna1d,Cacna1e,Cacna1s,Cacng1,Calca,Calcb,Camk1,Camk1d,Capn1,Capn11,Capn2,Capn8,Capn9,Ccdc106,Ccna1,Cdkal1,Celsr1,Celsr2,Celsr3,Ckm,Clstn1,Clstn2,Clstn3,Cntfr,Col1a2,Col2a1,Copz1,Copz2,Coq8a,Cpa2,Cpa4,Cpeb2,Cpeb3,Cpeb4,Cyp11b1,Cyp11b2,Cyp39a1,Dcc,Dtna,Dtnb,Edar,Edn1,Efhd1,Efhd2,Egf,Entpd4b,Entpd7,Epha1,Epha10,Epha3,Epha4,Epha5,Epha6,Epha7,Epha8,Ephb1,Ephb2,Ephb3,Ephb4,Ephb6,Fgf20,Fgf9,Fgfr1,Fgfr2,Fgfr3,Fgfr4,Fggy,Fshb,Gamt,Gm14325,Gm14326,Gm14391,Gm14406,Gm15446,Gm3604,Gm4631,Gm5141,Gm5478,Gp1ba,Gpr19,Gpr3,Gprc5b,Grid1,Grid2,Gtf3c5,Hc,Hnf1a,Htr1b,Htr1d,Idua,Ifi44,Ifi44l,Ifng,Igfbp2,Irs3,Kcnd2,Kcnd3,Kcne2,Kcnn1,Kcnn2,Kcnn3,Kcnq2,Kcnq3,Kcnq4,Kcnq5,Klhdc8a,Klk7,Kmt2c,Kmt2d,Krt13,Krt15,Krt2,Krt4,Krt6b,Krt90,Lfng,Lypd3,Macroh2a1,Macroh2a2,Mast1,Mast3,Mast4,Mfng,Mfsd6,Msh5,Mthfr,Mx1,Mx2,Myh1,Myh10,Myh11,Myh13,Myh14,Myh15,Myh2,Myh3,Myh4,Myh6,Myh7b,Myh8,Myh9,Myo15b,Myo7a,Myo7b,Neo1,Ngb,Nos1,Nos2,Nos3,Nphs1,Nr4a2,Nr6a1,Ntf3,Nudt4,Oxt,P2rx6,P2ry2,Pax3,Pax4,Pax7,Pdcd1,Pde6a,Pde6b,Pde6c,Pdk2,Pkp1,Plag1,Pnmt,Prkn,Prodh,Ptgfr,Ptprj,Rex2,Rfng,Ribc2,Rsad2,Ryr1,Ryr2,Ryr3,Serpina10,Serpinb2,Sgk1,Slc16a7,Slc25a23,Slc25a25,Slc29a3,Slc30a3,Slc5a5,Sox10,Sox8,Sphk2,Sprr1a,Sptb,Sptbn1,Sptbn2,Sptbn4,Sptbn5,Stag1,Stag2,Stag3,Tcf7l1,Tcl1,Tent5c,Tex15,Tfap2a,Tfap2b,Tfcp2,Tfcp2l1,Tg,Tgfb2,Tgm4,Thnsl2,Tnni1,Tnni3,Ubp1,Ugt2a1,Ugt2a3,Ugt2b1,Ugt2b34,Ugt2b35,Ugt2b36,Ugt2b37,Ugt2b38,Ugt2b5,Upk3b,Vps50,Wnt16,Ybx2,Ypel1,Ypel2,Zbtb16,Zc2hc1c,Zfp108,Zfp109,Zfp11,Zfp111,Zfp112,Zfp114,Zfp160,Zfp184,Zfp229,Zfp235,Zfp26,Zfp267,Zfp268,Zfp27,Zfp345,Zfp40,Zfp420,Zfp433,Zfp442,Zfp457,Zfp458,Zfp51,Zfp52,Zfp53,Zfp534,Zfp560,Zfp59,Zfp595,Zfp60,Zfp600,Zfp607a,Zfp607b,Zfp616,Zfp619,Zfp62,Zfp626,Zfp658,Zfp677,Zfp712,Zfp715,Zfp719,Zfp729a,Zfp729b,Zfp735,Zfp738,Zfp74,Zfp748,Zfp758,Zfp759,Zfp760,Zfp780b,Zfp788,Zfp808,Zfp820,Zfp850,Zfp873,Zfp93,Zfp932,Zfp937,Zfp94,Zfp945,Zfp946,Zfp948,Zfp950,Zfp960,Zfp97,Zfp974,Zfp975,Zfp976,Zfp980,Zfp983,Zfp984,Zfp985,Zfp987,Zfp990,Zfp991,Zfp992,Zfp994,Zfp997",451,1,1
"HALLMARK_KRAS_SIGNALING_UP",253,"Abcb11,Abcb1a,Abcb1b,Abcb4,Abcb5,Ace,Ace3,Adam17,Adam28,Adam8,Adgra2,Adgra3,Adgrl4,Akap12,Akt1,Akt2,Akt3,Aldh1a1,Aldh1a2,Aldh1a3,Aldh1a7,Aldh1b1,Aldh2,Ammecr1l,Angptl4,Ano1,Ano2,Ano3,Ano4,Ano5,Ano6,Anxa10,Arg1,Avl9,AW551984,Birc2,Birc3,Bmp2,Bpgm,Btbd3,Btc,C2,C3ar1,Cab39l,Car2,Cbl,Cblb,Cbr4,Ccnd1,Ccnd2,Ccnd3,Ccser2,Cd37,Cd82,Cdadc1,Cfb,Cfh,Cfhr1,Cfhr2,Cfhr4,Cidea,Clec4a1,Clec4a2,Clec4a3,Clec4a4,Clec4b1,Clec4b2,Clec4d,Clec4n,Cmklr1,Cpe,Crot,Ctnnb1,Ctsk,Ctss,Cxcl15,Cxcr4,Dnmbp,Dusp7,Emp1,Eng,Epb41,Epb41l3,Epha1,Epha10,Epha2,Epha3,Epha4,Epha5,Epha6,Epha7,Epha8,Ephb1,Ephb2,Ephb3,Ephb4,Ephb6,Ero1a,Ets1,Etv1,Etv4,Evi5,Evi5l,F13a1,Fgf20,Fgf9,Gabra1,Gabra2,Gabra5,Galnt3,Galnt6,Gm21992,Gngt1,Gucy1a1,Gypc,H2bc22,H2bc3,H2bc4,H2bc6,H2bc7,Hdac4,Hdac5,Hdac7,Hdac9,Hk1,Hk2,Hk3,Hkdc1,Id2,Igfbp3,Igfbp5,Ikzf1,Il10ra,Il1rl2,Il33,Il3ra,Inhba,Itgb2,Itgb3,Itgb5,Itgb6,Itgb7,Itgbl1,Jup,Kcnn4,Kif5a,Kif5b,Kif5c,Klf2,Klf4,Laptm5,Lat2,Lcp1,Lif,Ly96,Maf,Mall,Map4k1,Map7,Mmd,Mmd2,Mmp10,Mmp11,Mmp9,Mpzl2,Mtmr10,Mycn,Naip1,Naip2,Naip5,Naip6,Ngf,Nin,Nr0b2,Nr1h4,Nrp1,Nrp2,Pdcd1lg2,Pecam1,Peg3,Pigr,Plat,Plau,Plaur,Plek2,Pls1,Plvap,Prdm1,Prelid3a,Prkg1,Prkg2,Prrx1,Prrx2,Psmb8,Ptbp1,Ptbp2,Ptbp3,Ptgs1,Ptpn7,Ptprr,Rabgap1,Rabgap1l,Reln,Retn,Scg3,Scg5,Scn1b,Sdccag8,Serpina16,Serpina3a,Serpina3c,Serpina3f,Serpina3j,Serpina3m,Serpina3n,Slpi,Snap25,Snap91,Sox10,Sox8,Sparcl1,Spon1,Spry2,Strn,Strn3,Strn4,Tfpi,Tgm4,Tlr7,Tlr8,Tmem100,Tmem176a,Tmem176b,Tnfaip3,Tnfrsf1b,Tnnt1,Tnnt2,Tnnt3,Tor1aip2,Tph1,Tph2,Traf1,Trib1,Trib2,Tspan13,Tspan7,Ush1c,Usp12,Usp46,Vwa5a,Wdr33,Yrdc,Zfp277",311,1,1
"HALLMARK_MITOTIC_SPINDLE",284,"Abi1,Abi2,Abl1,Abl2,Abr,Actn1,Actn2,Actn3,Actn4,Akap13,Alms1,Alms1-ps2,Als2,Anln,Arf6,Arfgef1,Arfgef2,Arfip2,Arhgap10,Arhgap26,Arhgap27,Arhgap29,Arhgap35,Arhgap42,Arhgef11,Arhgef12,Arhgef2,Arhgef6,Arhgef7,Arl8b,Atg4b,Avil,Bcl2l11,Bcr,Bin1,Birc5,Brca2,Bub1,Capzb,Ccdc88a,Ccdc88c,Ccnb2,Cd2ap,Cdc27,Cdc42,Cdc42bpa,Cdc42bpb,Cdc42bpg,Cdc42ep1,Cdc42ep4,Cdk1,Cdk5rap2,Cenpe,Cenpf,Cenpj,Cep131,Cep192,Cep250,Cep57,Ckap5,Clasp1,Clasp2,Clip1,Clip2,Cntrl,Cntrob,Csnk1d,Csnk1e,Cttn,Cyth1,Cyth2,Cyth3,Dab2ip,Dlgap5,Dnah1,Dnah10,Dnah11,Dnah12,Dnah14,Dnah17,Dnah2,Dnah3,Dnah5,Dnah6,Dnah7a,Dnah7b,Dnah7c,Dnah9,Dock1,Dock2,Dock3,Dock4,Dock5,Dsp,Dst,Dync1h1,Dync2h1,Epb41,Epb41l2,Epb41l3,Espl1,Ezr,Farp1,Farp2,Fbxo5,Fgd2,Fgd3,Fgd4,Fgd6,Flnb,Flnc,Fscn1,Fscn2,Gm10662,Gm5890,Gsn,Hdac7,Hook1,Hook2,Hook3,Incenp,Itsn2,Katna1,Katnal1,Kif11,Kif1a,Kif1b,Kif1c,Kif20b,Kif23,Kif28,Kif2a,Kif2c,Kif3a,Kif3b,Kif3c,Kif5a,Kif5b,Kif5c,Kifap3,Kifc3,Klc1,Klc2,Klc4,Kntc1,Kptn,Lats1,Lats2,Llgl2,Lrpprc,Macf1,Mad1l1,Map1s,Map3k10,Map3k11,Map3k21,Map3k9,Mapre1,Marcks,Mark1,Mark2,Mark3,Mark4,Mid1,Myh1,Myh10,Myh11,Myh13,Myh14,Myh15,Myh2,Myh3,Myh4,Myh6,Myh7b,Myh8,Myh9,Myo1a,Myo1b,Myo1c,Myo1d,Myo1e,Myo1f,Myo1g,Myo1h,Myo9a,Myo9b,Nck2,Ndc80,Nedd9,Nek2,Net1,Nf1,Nin,Notch1,Notch2,Notch3,Notch4,Numa1,Nusap1,Ophn1,Pafah1b1,Palld,Pcgf5,Pcm1,Pcnt,Pdlim5,Pdlim7,Pif1,Pkd2l1,Plec,Plekhg2,Prex1,Prex2,Pxn,Rab3gap1,Rabgap1,Rabgap1l,Racgap1,Ralbp1,Ranbp10,Ranbp9,Rapgef5,Rasal2,Rdx,Rfc1,Rhof,Rock1,Rock2,Rrbp1,Sass6,Scin,Septin9,Shroom2,Smc1b,Smc3,Sorbs2,Sos1,Sos2,Spag5,Spta1,Sptan1,Sptb,Sptbn1,Sptbn2,Sptbn4,Sptbn5,Srgap1,Srgap2,Srgap3,Ssh2,Stau1,Stk38,Stk38l,Sun2,Syngap1,Tbcd,Tcp10a,Tcp10c,Tiam1,Tiam2,Tlk1,Tlk2,Top2a,Top2b,Tpx2,Tsc1,Ttk,Tuba1c,Tuba3b,Tuba8,Tubd1,Tubgcp2,Tubgcp3,Tubgcp5,Tubgcp6,Uxt,Vcl,Vil1,Vill,Wasf1,Wasf2,Wasl,Ywhae",323,1,1
"HALLMARK_MTORC1_SIGNALING",185,"Abcf2,Acaca,Acacb,Acly,Acsl3,Actr2,Actr3,Actr3b,Add1,Add2,Add3,Adipor2,Ak3,Ak4,Arpc5l,Asns,Atp2a1,Atp2a2,Atp2a3,Atp6v1d,Bcat1,Btg1,Bub1,Cacybp,Calr,Cct6a,Cct6b,Cd9,Cdkn1a,Cops5,Cth,Ctsc,Cxcr4,Cyp51,Dapp1,Dhcr24,Dhcr7,Eef1e1,Egln3,Elovl2,Elovl5,Elovl6,Eno1,Eno2,Eno3,Ero1a,Fads1,Fads2,Fads2b,Fads3,G6pd2,Gapdh,Gclc,Gm9892,Got1,Gpi1,Gsr,Gtf2h1,Hk1,Hk2,Hk3,Hkdc1,Hsp90b1,Hspa1a,Hspa1l,Hspa5,Hspa8,Hspd1,Idh1,Idh2,Ifrd1,Ifrd2,Igfbp3,Igfbp5,Ikbke,Immt,Itgb2,Itgb3,Itgb5,Itgb6,Itgb7,Ldha,Ldlr,Lgmn,Lrp8,Lta4h,Map2k3,Map2k6,Me1,Me2,Me3,Mthfd2,Mthfd2l,Nampt,Nfil3,Nfkbib,Nfyc,Niban1,Nmt1,Nmt2,Nufip1,Nup205,P4ha1,P4ha2,Pdap1,Pdk1,Pfkl,Pfkm,Pfkp,Pgm1,Pgm5,Phgdh,Pik3r1,Pik3r2,Pik3r3,Pitpna,Pitpnb,Pnp,Pnp2,Ppa1,Ppia,Prdx1,Psat1,Psma3,Psma4,Psmb5,Psmc2,Psmc4,Psmc6,Psmd12,Psmd13,Psmd14,Psme3,Psmg1,Psph,Qdpr,Rab1a,Rdh11,Rit1,Rit2,Rpa1,Rrm2,Rrm2b,Scd1,Scd2,Scd4,Sdf2l1,Sec11a,Sec11c,Serpinh1,Shmt1,Shmt2,Skap2,Slc1a4,Slc1a5,Slc2a1,Slc2a3,Slc2a4,Slc7a11,Sord,Sqle,Ssr1,Stip1,Sytl2,Tbk1,Tcea2,Tm7sf2,Tmem97,Tomm40,Tpi1,Trib3,Tuba1c,Tuba3b,Tuba8,Tubg1,Tubg2,Txnrd1,Txnrd3,Ube2d2a,Ube2d3,Uchl5,Ufm1,Ung,Uso1,Xbp1",252,1,1
"HALLMARK_MYC_TARGETS_V1",160,"Abce1,Acp1,C1qbp,Cad,Cbx3,Cct2,Cct3,Cct4,Cct7,Cdc20,Cdc45,Cdk2,Cdk4,Clns1a,Cops5,Cox5a,Cps1,Ctps2,Cul1,Cyc1,Ddx18,Ddx21,Ddx50,Dek,Dhx15,Dhx35,Dhx38,Dhx8,Dut,Eif1a,Eif1ad10,Eif1ad12,Eif1ad14,Eif1ad15,Eif1ad17,Eif1ad18,Eif1ad2,Eif1ad3,Eif1ad4,Eif1ad8,Eif1ax,Eif2s1,Eif3b,Eif3d,Eif3j1,Eif4a1,Eif4a2,Eif4e,Eif4e1b,Eif4g2,Eif4h,Erh,Fam120a,Fam120c,Fbl,Fbll1,Gm10146,Gm9892,H2az2,Hdac1,Hdac1-ps,Hdac2,Hddc2,Hnrnpa1,Hnrnpa2b1,Hnrnpa3,Hnrnpc,Hnrnpd,Hnrnpr,Hnrnpu,Hsp90aa1,Hspd1,Ifrd1,Ifrd2,Ilf2,Kpna2,Kpnb1,Ldha,Lsm7,Mad2l1,Mcm5,Mcm6,Mcm7,Mrpl23,Myc,Nap1l1,Ncbp1,Nolc1,Nop56,Orc2,Pa2g4,Pabpc1,Pabpc1l,Pabpc2,Pabpc4,Pabpc6,Pcna,Phb2,Pold2,Ppia,Ppm1g,Prdx3,Prpf31,Prps1l3,Prps2,Psma1,Psma2,Psma4,Psma6,Psma8,Psmb2,Psmb3,Psmc4,Psmc6,Psmd1,Psmd14,Psmd3,Psmd8,Pwp1,Rad23b,Ranbp1,Rpl22,Rpl34,Rpl34-ps2,Rpl6,Rplp0,Rps3,Rrm1,Ruvbl2,Serbp1,Set,Sf3a1,Slc25a3,Snrpa,Snrpb2,Snrpd1,Snrpd3,Snrpg,Srpk1,Srpk2,Srsf7,Ssb,Ssbp1,Stard7,Syncrip,Tardbp,Tfdp1,Trim28,Txnl4a,Tyms,U2af1l4,Uba2,Ube2l3,Usp1,Vdac3,Xpo1,Xpot,Xrcc6,Ywhae,Ywhaq",240,1,1
"HALLMARK_MYC_TARGETS_V2",43,"Bysl,Cbx3,Cdk4,Ddx18,Exosc5,Farsa,Hk1,Hk2,Hk3,Hkdc1,Hspd1,Imp4,Map3k15,Map3k5,Mcm5,Mphosph10,Mrto4,Mybbp1a,Myc,Noc4l,Nolc1,Nop2,Nop56,Pa2g4,Plk4,Ppan,Pprc1,Prmt3,Rabepk,Rcl1,Rrp12,Slc19a1,Slc19a2,Slc29a2,Sord,Supv3l1,Tbrg4,Tfb2m,Tmem97,Ung,Utp20,Wdr43,Wdr74",63,1,1
